	Model Cluster	p Value Log	Odds Ratio	Description	Antibody	Size	Cluster Site - TF Region Overlap (a)	TF Region Only (b)	Cluster Site Only (c)	Assessed Methylation Background (d)	ENOCDE File
204	1	6.267001124657292	4.508997819878184	encode_v4_hg19 ATF1	ATF1	44095.0	23	77143	27	408319	ENCFF627RSK.bed
205	6	6.241241874893859	3.015187275898407	encode_v4_hg19 CTCF	CTCF	50369.0	33	49672	96	435711	ENCFF666YIG.bed
206	6	6.234681357704039	3.627795823971485	encode_v4_hg19 CTCF	CTCF	30913.0	24	28769	105	456614	ENCFF938CMJ.bed
207	1	6.229245643962339	4.577759215873975	encode_v4_hg19 ZBTB8A	ZBTB8A	41281.0	22	71120	28	414342	ENCFF480WCB.bed
208	1	6.220416238898532	5.371279372778642	encode_v4_hg19 MYC	MYC	32869.0	17	42485	33	442977	ENCFF869OOK.bed
209	6	6.21880163956221	3.979841983279464	encode_v4_hg19 CTCF	CTCF	32532.0	21	22611	108	462772	ENCFF953QHW.bed
210	6	6.1345594316890475	3.7981379089463285	encode_v4_hg19 CTCF	CTCF	32426.0	22	24924	107	460459	ENCFF782UJX.bed
211	6	6.127528410099146	3.9254384174525847	encode_v4_hg19 TRIM22	TRIM22	37301.0	21	22910	108	462473	ENCFF796RRA.bed
212	7	6.115295508848996	4.7753198722890335	encode_v4_hg19 ZBTB33	ZBTB33	58441.0	17	21721	76	463698	ENCFF917RIN.bed
213	1	6.090177015931694	4.86162240285637	encode_v4_hg19 ELF1	ELF1	34642.0	19	54351	31	431111	ENCFF479HJF.bed
214	6	6.084264319155019	3.6557222943548697	encode_v4_hg19 CTCF	CTCF	36669.0	23	27195	106	458188	ENCFF756VJC.bed
215	6	6.083506183875557	3.7698103541027956	encode_v4_hg19 CTCF	CTCF	32672.0	22	25102	107	460281	ENCFF851XPN.bed
216	6	6.072139613336936	3.892664670782707	encode_v4_hg19 CTCF	CTCF	34257.0	21	23094	108	462289	ENCFF946MNP.bed
217	6	6.0703878323834495	3.648472955675481	encode_v4_hg19 CTCF	CTCF	31791.0	23	27246	106	458137	ENCFF346IVG.bed
218	6	6.062514599292265	4.196846072023205	encode_v4_hg19 CTCF	CTCF	31722.0	19	19187	110	466196	ENCFF115EJR.bed
219	6	6.031388809806034	3.5268855227745295	encode_v4_hg19 CTCF	CTCF	39355.0	24	29542	105	455841	ENCFF979MUN.bed
220	3	6.025984662620816	6.417983593519022	encode_v4_hg19 MAFK	MAFK	72186.0	12	4962	181	480357	ENCFF654RRF.bed
221	6	6.016471333608921	8.192757422840314	encode_v4_hg19 CTCF	CTCF	5536.0	10	4928	119	480455	ENCFF354AMH.bed
222	1	6.013775468415543	4.531224701316572	encode_v4_hg19 PATZ1	PATZ1	41581.0	21	66895	29	418567	ENCFF375JQI.bed
223	6	5.995463848248476	3.7212727437517312	encode_v4_hg19 CTCF	CTCF	28253.0	22	25413	107	459970	ENCFF497VZU.bed
224	6	5.991877758843629	4.148891456995048	encode_v4_hg19 CTCF	CTCF	29719.0	19	19400	110	465983	ENCFF797NOY.bed
225	1	5.9567138625624265	5.121215134762035	encode_v4_hg19 ZNF189	ZNF189	37137.0	17	44370	33	441092	ENCFF747ZUO.bed
226	3	5.956077906539745	4.428135623415645	encode_v4_hg19 NFE2	NFE2	30661.0	17	10360	176	474959	ENCFF474PRJ.bed
227	7	5.94329740279947	8.169269423402229	encode_v4_hg19 HOXB13	HOXB13	8222.0	10	7055	83	478364	ENCFF641ZFM.bed
228	6	5.929579437130551	4.500219774699165	encode_v4_hg19 CTCF	CTCF	31409.0	17	15836	112	469547	ENCFF127VTB.bed
229	7	5.905113055976133	9.3680149007927	encode_v4_hg19 TEAD4	TEAD4	3853.0	9	5489	84	479930	ENCFF303CVC.bed
230	3	5.89251090838646	9.088690475644071	encode_v4_hg19 CEBPB	CEBPB	2434.0	9	2598	184	482721	ENCFF864EON.bed
231	1	5.843561992423015	5.246555942443125	encode_v4_hg19 CREB1	CREB1	28241.0	16	39959	34	445503	ENCFF053UZX.bed
232	3	5.839025775833042	5.6260721655370975	encode_v4_hg19 RXRA	RXRA	17322.0	13	6151	180	479168	ENCFF018FHH.bed
233	6	5.813626695804422	3.62216171658277	encode_v4_hg19 CTCF	CTCF	25109.0	22	26072	107	459311	ENCFF375JPE.bed
234	3	5.806881139199831	3.6453664287778067	encode_v4_hg19 ETV6	ETV6	21745.0	21	15727	172	469592	ENCFF151UJT.bed
235	1	5.793582125831939	4.970648268112681	encode_v4_hg19 ELF1	ELF1	20681.0	17	45588	33	439874	ENCFF133TSU.bed
236	6	5.783153382109898	3.857758741010802	encode_v4_hg19 CTCF	CTCF	29902.0	20	22040	109	463343	ENCFF703KDQ.bed
237	6	5.770727743475987	3.494011632868593	encode_v4_hg19 CTCF	CTCF	42073.0	23	28380	106	457003	ENCFF059SOE.bed
238	1	5.755172758370797	4.1020161315153665	encode_v4_hg19 EP300	EP300	74052.0	24	89176	26	396286	ENCFF474ZLP.bed
239	6	5.732634475211727	3.694812123420839	encode_v4_hg19 CTCF	CTCF	34798.0	21	24266	108	461117	ENCFF887BKS.bed
240	5	5.72126134863907	6.997967037455686	encode_v4_hg19 EP300	EP300	19512.0	11	12597	59	472845	ENCFF718TWQ.bed
241	3	5.698731674058881	2.580641964836791	encode_v4_hg19 MYC	MYC	31161.0	37	40849	156	444470	ENCFF858ZYN.bed
242	3	5.698581715322445	5.956741746823335	encode_v4_hg19 FOSL2	FOSL2	14080.0	12	5342	181	479977	ENCFF857LGS.bed
243	6	5.693033674412716	3.073813456100346	encode_v4_hg19 CTCF	CTCF	50820.0	28	40155	101	445228	ENCFF534RYO.bed
244	6	5.6853366041583255	3.5531027802266024	encode_v4_hg19 CTCF	CTCF	44826.0	22	26551	107	458832	ENCFF320DPI.bed
245	5	5.653257064526036	4.195481540879888	encode_v4_hg19 RUNX3	RUNX3	70495.0	19	39593	51	445849	ENCFF346JDW.bed
246	10	5.652560954683858	149.98934397466567	encode_v4_hg19 EP300	EP300	19512.0	4	12604	1	472903	ENCFF718TWQ.bed
247	6	5.631100627975468	3.637128835342175	encode_v4_hg19 CTCF	CTCF	32701.0	21	24632	108	460751	ENCFF584CZG.bed
248	1	5.624980941627682	4.818250861634987	encode_v4_hg19 NRF1	NRF1	16443.0	17	46891	33	438571	ENCFF308STQ.bed
249	6	5.591274066989396	4.458703053429924	encode_v4_hg19 CTCF	CTCF	23807.0	16	14939	113	470444	ENCFF167QRJ.bed
250	7	5.579641398455996	3.847920461472924	encode_v4_hg19 REST	REST	46597.0	20	32262	73	453157	ENCFF761YYL.bed
251	3	5.575163609311245	2.687581022248124	encode_v4_hg19 JUND	JUND	47100.0	33	34589	160	450730	ENCFF306SZL.bed
252	1	5.568888797009174	4.593287491973531	encode_v4_hg19 KLF8	KLF8	30080.0	18	52966	32	432496	ENCFF790TTV.bed
253	6	5.542885574227872	3.074079007389707	encode_v4_hg19 CTCF	CTCF	40005.0	27	38482	102	446901	ENCFF133LGF.bed
254	7	5.526990720258199	12.374296063537589	encode_v4_hg19 ERG	ERG	3148.0	7	3172	86	482247	ENCFF910CYH.bed
255	1	5.499813136242641	4.536423985329993	encode_v4_hg19 ARID4B	ARID4B	18806.0	18	53557	32	431905	ENCFF086FAZ.bed
256	6	5.4857664600628535	4.157406089081064	encode_v4_hg19 CTCF	CTCF	25342.0	17	17097	112	468286	ENCFF590JWL.bed
257	3	5.468739557781379	2.785811131407006	encode_v4_hg19 ARID1B	ARID1B	53138.0	30	30077	163	455242	ENCFF879NTL.bed
258	1	5.463376296458366	4.244021759643608	encode_v4_hg19 CTCF	CTCF	57692.0	20	65910	30	419552	ENCFF382SFB.bed
259	5	5.461163403580099	5.515516702380221	encode_v4_hg19 EBF1	EBF1	41981.0	13	19276	57	466166	ENCFF895MHN.bed
260	3	5.452072406968363	5.174824657237786	encode_v4_hg19 FOSL2	FOSL2	21595.0	13	6681	180	478638	ENCFF423KOE.bed
261	3	5.451724724873776	2.944976037037099	encode_v4_hg19 IKZF1	IKZF1	51349.0	27	25401	166	459918	ENCFF711ILQ.bed
262	7	5.449812427316824	12.038096329737943	encode_v4_hg19 ZNF114	ZNF114	3172.0	7	3260	86	482159	ENCFF368TYC.bed
263	9	5.444838734988173	3.8222457690988456	encode_v4_hg19 CEBPB	CEBPB	69817.0	19	23894	96	461503	ENCFF014TJO.bed
264	1	5.436276036480915	6.774411224389809	encode_v4_hg19 ELK1	ELK1	6084.0	11	19404	39	466058	ENCFF279OML.bed
265	6	5.394480567394368	3.14511521860788	encode_v4_hg19 CTCF	CTCF	46700.0	25	34464	104	450919	ENCFF013GUN.bed
266	1	5.390877832055685	4.61190818595606	encode_v4_hg19 ZNF692	ZNF692	33315.0	17	48779	33	436683	ENCFF771ALQ.bed
267	6	5.369149888548936	2.6871830630387143	encode_v4_hg19 CTCF	CTCF	59773.0	34	57048	95	428335	ENCFF427TYH.bed
268	6	5.360083282842915	3.381513062773607	encode_v4_hg19 CTCF	CTCF	37612.0	22	27821	107	457562	ENCFF711KWX.bed
269	5	5.350677694575292	5.820337305277726	encode_v4_hg19 CEBPB	CEBPB	53067.0	12	16662	58	468780	ENCFF712ZNR.bed
270	6	5.333870475302277	3.3678970696231376	encode_v4_hg19 CTCF	CTCF	36349.0	22	27927	107	457456	ENCFF900APQ.bed
271	3	5.32275076892678	4.1577302104486	encode_v4_hg19 HLF	HLF	67122.0	16	10327	177	474992	ENCFF264GAF.bed
272	7	5.3089515506617495	4.130100250753254	encode_v4_hg19 ZBTB33	ZBTB33	33094.0	17	24940	76	460479	ENCFF260XMT.bed
273	6	5.302389061837486	3.1782734104925887	encode_v4_hg19 CTCF	CTCF	38499.0	24	32565	105	452818	ENCFF238ZLG.bed
274	7	5.29666754733364	4.838933911575023	encode_v4_hg19 ZNF865	ZNF865	21293.0	14	17147	79	468272	ENCFF060MHX.bed
275	7	5.294370648163837	4.836610517217554	encode_v4_hg19 LBX2	LBX2	7027.0	14	17155	79	468264	ENCFF918TGZ.bed
276	10	5.268503678327399	119.31191444268146	encode_v4_hg19 ETV6	ETV6	21745.0	4	15744	1	469763	ENCFF151UJT.bed
277	6	5.251208727754793	3.325171245942358	encode_v4_hg19 CTCF	CTCF	31935.0	22	28265	107	457118	ENCFF508XDM.bed
278	7	5.249807278566757	21.408722468353293	encode_v4_hg19 ZNF626	ZNF626	2171.0	5	1285	88	484134	ENCFF114HLX.bed
279	3	5.243745838622705	4.328096098576129	encode_v4_hg19 JUND	JUND	24389.0	15	9269	178	476050	ENCFF378LWF.bed
280	7	5.243545294404053	4.508658110041302	encode_v4_hg19 REST	REST	16060.0	15	19860	78	465559	ENCFF271FEM.bed
281	7	5.220504160172905	36.80893137135281	encode_v4_hg19 TRERF1	TRERF1	1074.0	4	592	89	484827	ENCFF752MWG.bed
282	9	5.179566201461881	3.962147007350729	encode_v4_hg19 CEBPA	CEBPA	58318.0	17	20361	98	465036	ENCFF260FYO.bed
283	7	5.17538866948383	3.864879213316363	encode_v4_hg19 ZNF143	ZNF143	36096.0	18	28378	75	457041	ENCFF235ROG.bed
284	6	5.166545482666633	3.4898587895888733	encode_v4_hg19 CTCF	CTCF	37208.0	20	24245	109	461138	ENCFF681RYK.bed
285	6	5.166235114176807	2.8670748952069	encode_v4_hg19 CTCF	CTCF	42158.0	28	42794	101	442589	ENCFF070IMT.bed
286	1	5.1496612141234275	3.8513295073907043	encode_v4_hg19 ZBTB17	ZBTB17	69385.0	22	82258	28	403204	ENCFF299VRF.bed
287	6	5.148462468686433	3.185427281212947	encode_v4_hg19 CTCF	CTCF	37582.0	23	30954	106	454429	ENCFF132UGC.bed
288	7	5.137537341182166	8.79083536740755	encode_v4_hg19 GPN1	GPN1	2438.0	8	5141	85	480278	ENCFF955LND.bed
289	6	5.128885325942425	3.359247151773249	encode_v4_hg19 CTCF	CTCF	39285.0	21	26558	108	458825	ENCFF140FHE.bed
290	6	5.12453369342238	2.8510090715371845	encode_v4_hg19 CTCF	CTCF	45044.0	28	43014	101	442369	ENCFF051BZX.bed
291	5	5.061598677060546	8.71986180190785	encode_v4_hg19 BATF	BATF	37101.0	8	7080	62	478362	ENCFF728KFD.bed
292	6	5.053211512353771	3.1395600771484604	encode_v4_hg19 CTCF	CTCF	38240.0	23	31377	106	454006	ENCFF037ULF.bed
293	5	5.032137983592567	4.699527700227301	encode_v4_hg19 ATF3	ATF3	57514.0	14	24518	56	460924	ENCFF556SMM.bed
294	6	5.03212873838139	3.532170689443437	encode_v4_hg19 CTCF	CTCF	26265.0	19	22629	110	462754	ENCFF447GBU.bed
295	1	5.0180218947948845	4.465796902386906	encode_v4_hg19 MXI1	MXI1	21721.0	16	46281	34	439181	ENCFF376AEL.bed
296	9	4.9950930243387806	4.220568742838615	encode_v4_hg19 CEBPB	CEBPB	53067.0	15	16659	100	468738	ENCFF712ZNR.bed
297	6	4.976227986481831	3.1027424464154327	encode_v4_hg19 CTCF	CTCF	37051.0	23	31725	106	453658	ENCFF422EHF.bed
298	6	4.968411698298737	3.025015338463304	encode_v4_hg19 CTCF	CTCF	38561.0	24	34099	105	451284	ENCFF893RLK.bed
299	6	4.956543280274154	3.7716200248221874	encode_v4_hg19 CTCF	CTCF	30344.0	17	18776	112	466607	ENCFF017NAF.bed
300	7	4.954892900181629	3.5832039921768497	encode_v4_hg19 ZIK1	ZIK1	10967.0	19	32457	74	452962	ENCFF009LDQ.bed
301	5	4.937553054507976	3.7045495449955075	encode_v4_hg19 IKZF2	IKZF2	53424.0	19	44357	51	441085	ENCFF511HZB.bed
302	1	4.92691198002111	4.38475719305736	encode_v4_hg19 SMAD5	SMAD5	21921.0	16	47054	34	438408	ENCFF971YTJ.bed
303	6	4.920035431209706	3.3491003545696367	encode_v4_hg19 ZNF143	ZNF143	29621.0	20	25211	109	460172	ENCFF540TWL.bed
304	5	4.918459436938814	10.080538115338339	encode_v4_hg19 CEBPB	CEBPB	17244.0	7	5291	63	480151	ENCFF155LGO.bed
305	3	4.9017387569532	4.580294309205245	encode_v4_hg19 ZNF318	ZNF318	8927.0	13	7534	180	477785	ENCFF990SFN.bed
306	6	4.900176930459655	2.928724685677036	encode_v4_hg19 CTCF	CTCF	42240.0	25	36818	104	448565	ENCFF695XWD.bed
307	7	4.875085725762482	2.7216245633562743	encode_v4_hg19 MNX1	MNX1	35598.0	32	78442	61	406977	ENCFF958FYM.bed
308	1	4.856284032800278	4.514521663075402	encode_v4_hg19 ZNF76	ZNF76	17795.0	15	42091	35	443371	ENCFF170VVR.bed
309	6	4.855583590251972	3.5537327339391678	encode_v4_hg19 CTCF	CTCF	32327.0	18	21182	111	464201	ENCFF962FDB.bed
310	6	4.823826453948025	3.5333193376876175	encode_v4_hg19 CTCF	CTCF	35960.0	18	21299	111	464084	ENCFF917CYG.bed
311	6	4.821034019171809	4.045443430078603	encode_v4_hg19 CTCF	CTCF	20643.0	15	15290	114	470093	ENCFF585XAQ.bed
312	6	4.807001531254025	4.2692659989810124	encode_v4_hg19 DEAF1	DEAF1	20773.0	14	13457	115	471926	ENCFF030AXK.bed
313	7	4.786923840541127	4.622699640441668	encode_v4_hg19 ATF5	ATF5	5705.0	13	16484	80	468935	ENCFF482BEV.bed
314	6	4.780841764437143	3.174076187190464	encode_v4_hg19 CTCF	CTCF	42186.0	21	28018	108	457365	ENCFF631JVL.bed
315	7	4.7633160937718	7.783080280217024	encode_v4_hg19 ZNF416	ZNF416	4583.0	8	5800	85	479619	ENCFF717CPE.bed
316	1	4.762306318005963	3.9554720408154296	encode_v4_hg19 GMEB1	GMEB1	21603.0	18	60435	32	425027	ENCFF004QJZ.bed
317	6	4.762173984547733	3.260717139723692	encode_v4_hg19 CTCF	CTCF	47637.0	20	25858	109	459525	ENCFF229DYR.bed
318	3	4.75823554450867	3.729729070342917	encode_v4_hg19 ATF2	ATF2	26198.0	16	11485	177	473834	ENCFF973FKS.bed
319	6	4.7511622627443995	3.2546011047157464	encode_v4_hg19 CTCF	CTCF	33785.0	20	25904	109	459479	ENCFF548ULK.bed
320	3	4.747751916483367	2.540759284817175	encode_v4_hg19 IKZF1	IKZF1	47595.0	30	32781	163	452538	ENCFF637SIR.bed
321	1	4.736031262491115	3.935687248115509	encode_v4_hg19 ZBTB11	ZBTB11	26877.0	18	60701	32	424761	ENCFF991VAW.bed
322	6	4.733934610360487	3.475923495408307	encode_v4_hg19 CTCF	CTCF	23390.0	18	21635	111	463748	ENCFF387GJA.bed
323	1	4.733150143344755	5.657238961137198	encode_v4_hg19 GMEB1	GMEB1	9981.0	11	23054	39	462408	ENCFF863WFD.bed
324	10	4.6991044230384444	84.50383715720834	encode_v4_hg19 TBX21	TBX21	40139.0	4	21909	1	463598	ENCFF170IZO.bed
325	6	4.686138955856969	3.218616224671366	encode_v4_hg19 CTCF	CTCF	32891.0	20	26178	109	459205	ENCFF047BEO.bed
326	10	4.683702028240445	83.7136097045339	encode_v4_hg19 ARNT	ARNT	19394.0	4	22106	1	463401	ENCFF596RIT.bed
327	7	4.6693576158694	7.546366050016497	encode_v4_hg19 ZBTB49	ZBTB49	3669.0	8	5980	85	479439	ENCFF906SCU.bed
328	6	4.667746782597823	3.731490866389722	encode_v4_hg19 CTCF	CTCF	30426.0	16	17743	113	467640	ENCFF641ZTX.bed
329	6	4.666866694772564	3.2079930501133984	encode_v4_hg19 CTCF	CTCF	35204.0	20	26260	109	459123	ENCFF690VRK.bed
330	3	4.666705298017136	2.8837069621447715	encode_v4_hg19 JUND	JUND	36764.0	23	21749	170	463570	ENCFF708CPH.bed
331	1	4.664410144803528	4.334276663763941	encode_v4_hg19 E2F6	E2F6	18211.0	15	43685	35	441777	ENCFF786NAO.bed
332	10	4.656829386248424	82.35174994528876	encode_v4_hg19 PAX5	PAX5	24302.0	4	22454	1	463053	ENCFF192WNJ.bed
333	1	4.626400536405835	3.8542986041871328	encode_v4_hg19 MAZ	MAZ	32714.0	18	61828	32	423634	ENCFF704UVS.bed
334	3	4.619700653296664	3.3354861014355404	encode_v4_hg19 IRF4	IRF4	23004.0	18	14518	175	470801	ENCFF113VGD.bed
335	1	4.6089783813071845	4.4930403042429345	encode_v4_hg19 SP1	SP1	12064.0	14	38672	36	446790	ENCFF553GPK.bed
336	5	4.60658700304927	3.4898695379435716	encode_v4_hg19 RELB	RELB	45524.0	19	46823	51	438619	ENCFF968MBN.bed
337	3	4.595312170808747	3.3206284841590907	encode_v4_hg19 ZBED1	ZBED1	14681.0	18	14581	175	470738	ENCFF753UAX.bed
338	7	4.594994106452542	25.39893595833247	encode_v4_hg19 ZNF560	ZNF560	3475.0	4	858	89	484561	ENCFF173MMC.bed
339	7	4.592968786272981	2.800179348341911	encode_v4_hg19 HOXA3	HOXA3	40206.0	27	61877	66	423542	ENCFF753OCA.bed
340	6	4.581190908555317	2.9896590680204405	encode_v4_hg19 CTCF	CTCF	36928.0	22	31233	107	454150	ENCFF202OSU.bed
341	7	4.57705459719135	7.320050065066913	encode_v4_hg19 TEAD2	TEAD2	3285.0	8	6163	85	479256	ENCFF680JFD.bed
342	6	4.575876709657138	2.849857612996487	encode_v4_hg19 CTCF	CTCF	39177.0	24	36042	105	449341	ENCFF108PPI.bed
343	3	4.573683135265487	3.190739871397888	encode_v4_hg19 LEF1	LEF1	19455.0	19	16059	174	469260	ENCFF591TLJ.bed
344	6	4.557812949244886	2.782910430080064	encode_v4_hg19 CTCF	CTCF	38328.0	25	38592	104	446791	ENCFF206QXQ.bed
345	3	4.520925631908613	3.5584486425327615	encode_v4_hg19 NR2F6	NR2F6	23871.0	16	12023	177	473296	ENCFF835FPJ.bed
346	10	4.516765245126991	101.50645632315866	encode_v4_hg19 BATF	BATF	37101.0	3	7085	2	478422	ENCFF728KFD.bed
347	3	4.51247016499158	2.2804618280681055	encode_v4_hg19 IKZF2	IKZF2	53424.0	36	44340	157	440979	ENCFF511HZB.bed
348	3	4.509143789769454	6.056476224733793	encode_v4_hg19 NFATC1	NFATC1	12083.0	9	3888	184	481431	ENCFF172KBM.bed
349	1	4.508625231526467	4.392703695806316	encode_v4_hg19 ZNF660	ZNF660	31195.0	14	39484	36	445978	ENCFF755APT.bed
350	6	4.502615423256877	3.0301056993855755	encode_v4_hg19 CTCF	CTCF	32917.0	21	29269	108	456114	ENCFF143NGY.bed
351	6	4.486027270432982	3.2081106797381214	encode_v4_hg19 CTCF	CTCF	41342.0	19	24798	110	460585	ENCFF061ZXI.bed
352	10	4.469998980668462	97.43014184698157	encode_v4_hg19 BCL11A	BCL11A	21201.0	3	7346	2	478161	ENCFF824QXX.bed
353	6	4.4695723831119185	2.4610513722598166	encode_v4_hg19 CTCF	CTCF	56374.0	32	57372	97	428011	ENCFF302EBF.bed
354	7	4.467868496894022	5.476109424067005	encode_v4_hg19 MTF1	MTF1	4316.0	10	10451	83	474968	ENCFF502QZR.bed
355	6	4.430170398025069	3.2860848459679044	encode_v4_hg19 CTCF	CTCF	31381.0	18	22826	111	462557	ENCFF835BZY.bed
356	6	4.42723154898714	3.929795914471819	encode_v4_hg19 ZBED1	ZBED1	14681.0	14	14585	115	470798	ENCFF753UAX.bed
357	3	4.42305960819799	3.216799072200646	encode_v4_hg19 ATF3	ATF3	27939.0	18	15037	175	470282	ENCFF722BFP.bed
358	1	4.419786923459716	6.3398594876675105	encode_v4_hg19 ZNF143	ZNF143	8895.0	9	16246	41	469216	ENCFF236NLF.bed
359	9	4.415956694487362	6.875747263182978	encode_v4_hg19 EP300	EP300	28541.0	8	5221	107	480176	ENCFF631WOD.bed
360	6	4.415090865238505	3.5476128071012045	encode_v4_hg19 CTCF	CTCF	25773.0	16	18629	113	466754	ENCFF021PRY.bed
361	6	4.410779107266744	2.6705645633452857	encode_v4_hg19 CTCF	CTCF	39981.0	26	41917	103	443466	ENCFF427DTQ.bed
362	6	4.410558634925456	3.2740408840753408	encode_v4_hg19 CTCF	CTCF	37866.0	18	22906	111	462477	ENCFF046XEZ.bed
363	1	4.402912529510956	4.096261919461584	encode_v4_hg19 MGA	MGA	33482.0	15	45985	35	439477	ENCFF524ZER.bed
364	6	4.3963262071743205	2.6647892333805845	encode_v4_hg19 CTCF	CTCF	42317.0	26	42000	103	443383	ENCFF354FKN.bed
365	3	4.39106375765609	8.022581369173405	encode_v4_hg19 EP300	EP300	8710.0	7	2266	186	483053	ENCFF143OQP.bed
366	6	4.386818708791775	2.895730557532006	encode_v4_hg19 CTCF	CTCF	39218.0	22	32179	107	453204	ENCFF728ZGC.bed
367	3	4.380228660487982	2.3226863552955197	encode_v4_hg19 RUNX3	RUNX3	70495.0	33	39579	160	445740	ENCFF346JDW.bed
368	6	4.3779526993289695	2.9667100555635324	encode_v4_hg19 CTCF	CTCF	34505.0	21	29856	108	455527	ENCFF484HIN.bed
369	1	4.374339360695267	4.260799748233762	encode_v4_hg19 MAZ	MAZ	16539.0	14	40605	36	444857	ENCFF424JHD.bed
370	7	4.369193859499305	10.1959135177107	encode_v4_hg19 ZNF720	ZNF720	1871.0	6	3261	87	482158	ENCFF879KUL.bed
371	3	4.355153157517087	13.65024338561705	encode_v4_hg19 ATF3	ATF3	3680.0	5	944	188	484375	ENCFF868BGR.bed
372	7	4.316723715359194	7.965608303531198	encode_v4_hg19 EHF	EHF	6218.0	7	4910	86	480509	ENCFF507RLU.bed
373	6	4.314878584392488	3.2156545459829133	encode_v4_hg19 CTCF	CTCF	29526.0	18	23302	111	462081	ENCFF353KDN.bed
374	1	4.304668061647095	3.619171119050234	encode_v4_hg19 MAX	MAX	40052.0	18	65304	32	420158	ENCFF200RKW.bed
375	1	4.304429871296185	3.7270079713810325	encode_v4_hg19 ZEB2	ZEB2	38956.0	17	58953	33	426509	ENCFF813DZP.bed
376	7	4.273557743016306	3.169226954865964	encode_v4_hg19 CREB1	CREB1	19265.0	19	36379	74	449040	ENCFF832IIP.bed
377	1	4.263058862857323	3.589328379968373	encode_v4_hg19 THAP11	THAP11	37258.0	18	65773	32	419689	ENCFF889SYG.bed
378	9	4.24664841955541	4.299733080019242	encode_v4_hg19 CEBPB	CEBPB	50156.0	12	12804	103	472593	ENCFF882ARK.bed
379	7	4.227708295594691	3.2430103685632243	encode_v4_hg19 ZNF232	ZNF232	16449.0	18	33448	75	451971	ENCFF119UOZ.bed
380	6	4.22591254968775	3.4134470800961934	encode_v4_hg19 CTCF	CTCF	30282.0	16	19332	113	466051	ENCFF794LOO.bed
381	6	4.220604609343458	2.282627987098701	encode_v4_hg19 CTCF	CTCF	65771.0	36	70378	93	415005	ENCFF873GEN.bed
382	1	4.205937985345968	5.35239468201523	encode_v4_hg19 E2F1	E2F1	7951.0	10	21663	40	463799	ENCFF053HPQ.bed
383	3	4.198422793962243	2.982632209381868	encode_v4_hg19 JUND	JUND	23182.0	19	17140	174	468179	ENCFF325ETU.bed
384	6	4.190624806383577	2.500381989605439	encode_v4_hg19 CTCF	CTCF	49901.0	28	48445	101	436938	ENCFF141KSG.bed
385	4	4.189886850736712	9.669103181212504	encode_v4_hg19 STAT3	STAT3	17061.0	6	5725	52	479729	ENCFF746VUX.bed
386	7	4.189304298677664	3.0328628265504953	encode_v4_hg19 CREB1	CREB1	19956.0	20	40217	73	445202	ENCFF978KGB.bed
387	5	4.176536904399678	5.1356025242551215	encode_v4_hg19 NFIC	NFIC	36049.0	10	15257	60	470185	ENCFF980SDE.bed
388	6	4.158691250140078	3.0222042242149123	encode_v4_hg19 CTCF	CTCF	32475.0	19	26241	110	459142	ENCFF827OLU.bed
389	7	4.157445616651139	4.587709037164721	encode_v4_hg19 JUND	JUND	12796.0	11	13790	82	471629	ENCFF287KKY.bed
390	1	4.155917079850259	3.7349207081236075	encode_v4_hg19 MAX	MAX	38974.0	16	54322	34	431140	ENCFF244LUT.bed
391	7	4.153668748411568	3.3092002937313327	encode_v4_hg19 NR0B2	NR0B2	12392.0	17	30734	76	454685	ENCFF996LQH.bed
392	7	4.145494355837102	4.5730704265696875	encode_v4_hg19 SP140L	SP140L	6797.0	11	13833	82	471586	ENCFF467WXB.bed
393	3	4.142555443315423	2.3414774233294215	encode_v4_hg19 FOSL2	FOSL2	51769.0	30	35368	163	449951	ENCFF772SCR.bed
394	3	4.140192573193408	2.543115890767551	encode_v4_hg19 ZNF589	ZNF589	20946.0	25	26828	168	458491	ENCFF345IHK.bed
395	7	4.129795538551006	2.6113434558695676	encode_v4_hg19 CTCF	CTCF	102578.0	27	65742	66	419677	ENCFF835UIE.bed
396	6	4.128617940725515	2.918803917912454	encode_v4_hg19 CTCF	CTCF	35293.0	20	28708	109	456675	ENCFF301BDF.bed
397	6	4.121903754857266	2.76979163399363	encode_v4_hg19 CTCF	CTCF	33059.0	22	33539	107	451844	ENCFF144ERC.bed
398	6	4.115181780449201	2.5533709656198265	encode_v4_hg19 CTCF	CTCF	68039.0	26	43668	103	441715	ENCFF664UGR.bed
399	1	4.097979512978826	3.6885990572936054	encode_v4_hg19 CTCF	CTCF	41751.0	16	54927	34	430535	ENCFF302VBR.bed
400	6	4.082764612918516	2.461024221168516	encode_v4_hg19 CTCF	CTCF	46145.0	28	49143	101	436240	ENCFF822EDI.bed
401	5	4.079835440981406	4.265893847087766	encode_v4_hg19 TCF12	TCF12	24982.0	12	22455	58	462987	ENCFF068YYR.bed
402	7	4.053944648635621	4.461359315432561	encode_v4_hg19 TEAD4	TEAD4	25084.0	11	14168	82	471251	ENCFF885PQR.bed
403	6	4.05136329233225	2.3255011902729796	encode_v4_hg19 CTCF	CTCF	54462.0	32	60302	97	425081	ENCFF159EKP.bed
404	5	4.049703518319803	3.6058760948250814	encode_v4_hg19 CBFB	CBFB	21178.0	15	34134	55	451308	ENCFF876CUT.bed
